total_crashes,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,pedestrian_injured,pedestrian_killed,persons_injured,persons_killed,year_month,council
295,27,1,32,0,33,0,92,1,2011-08,1
181,12,0,49,0,28,0,89,0,2011-08,2
328,19,0,67,1,41,0,127,1,2011-08,3
341,16,0,52,1,37,0,105,1,2011-08,4
111,7,0,23,0,14,0,44,0,2011-08,5
135,3,0,23,0,10,0,36,0,2011-08,6
117,2,0,39,0,18,0,59,0,2011-08,7
161,10,0,51,0,27,0,88,0,2011-08,8
165,7,0,38,0,23,0,68,0,2011-08,9
132,4,0,30,0,14,0,48,0,2011-08,10
163,4,0,48,0,20,0,72,0,2011-08,11
163,4,0,47,0,13,0,64,0,2011-08,12
200,1,0,43,0,11,0,55,0,2011-08,13
115,2,0,23,0,25,0,50,0,2011-08,14
159,4,0,87,0,20,0,111,0,2011-08,15
107,3,0,52,0,11,0,66,0,2011-08,16
181,2,0,52,0,22,0,76,0,2011-08,17
142,5,0,45,0,16,1,66,1,2011-08,18
216,2,0,71,0,7,0,80,0,2011-08,19
180,1,0,47,0,17,0,65,0,2011-08,20
149,10,0,39,0,5,1,54,1,2011-08,21
170,3,0,46,0,9,0,58,0,2011-08,22
164,3,0,47,0,4,0,54,0,2011-08,23
178,4,0,53,0,11,0,68,0,2011-08,24
144,8,0,34,0,17,1,59,1,2011-08,25
259,5,0,45,0,19,0,69,0,2011-08,26
226,7,0,111,0,15,0,133,0,2011-08,27
218,8,0,102,0,16,0,126,0,2011-08,28
185,2,0,39,0,9,0,50,0,2011-08,29
221,5,0,39,0,14,0,58,0,2011-08,30
191,9,1,66,1,5,0,80,2,2011-08,31
169,7,0,53,0,14,0,74,0,2011-08,32
266,16,0,73,0,25,0,114,0,2011-08,33
213,22,1,62,0,8,0,92,1,2011-08,34
186,13,0,73,0,20,0,106,0,2011-08,35
177,10,0,70,1,20,0,100,1,2011-08,36
180,6,0,49,0,22,0,77,0,2011-08,37
219,7,0,61,0,15,0,83,0,2011-08,38
204,14,0,50,0,19,0,83,0,2011-08,39
150,7,0,42,0,17,0,66,0,2011-08,40
173,13,0,96,0,17,0,126,0,2011-08,41
170,5,0,82,1,16,0,103,1,2011-08,42
172,6,0,31,1,11,0,48,1,2011-08,43
143,0,0,49,0,18,0,67,0,2011-08,44
200,14,0,105,0,19,0,138,0,2011-08,45
187,6,0,65,0,14,0,85,0,2011-08,46
159,8,0,53,0,12,0,73,0,2011-08,47
161,2,0,30,0,20,0,52,0,2011-08,48
220,8,0,59,0,14,0,81,0,2011-08,49
223,2,0,77,0,9,0,88,0,2011-08,50
165,0,0,64,1,2,0,66,1,2011-08,51
297,11,0,45,0,36,0,92,0,2011-09,1
199,19,0,44,0,23,0,86,0,2011-09,2
339,18,0,53,1,42,0,113,1,2011-09,3
358,16,0,66,0,33,0,115,0,2011-09,4
116,5,0,25,0,14,0,44,0,2011-09,5
151,5,0,24,0,14,0,43,0,2011-09,6
140,6,0,35,0,27,0,68,0,2011-09,7
168,1,0,48,0,18,1,67,1,2011-09,8
131,8,0,43,0,19,0,70,0,2011-09,9
127,1,0,32,0,11,0,44,0,2011-09,10
169,4,0,31,0,17,0,52,0,2011-09,11
149,1,0,52,0,7,0,60,0,2011-09,12
205,0,0,55,1,13,0,68,1,2011-09,13
121,4,0,47,0,13,0,64,0,2011-09,14
176,6,0,73,0,23,0,102,0,2011-09,15
110,2,0,38,0,15,0,55,0,2011-09,16
202,3,0,89,1,29,0,121,1,2011-09,17
122,2,0,30,0,13,1,45,1,2011-09,18
197,2,0,51,0,10,0,63,0,2011-09,19
170,5,0,38,0,18,0,61,0,2011-09,20
116,9,0,21,0,8,0,38,0,2011-09,21
160,3,0,32,0,12,0,47,0,2011-09,22
190,4,0,56,0,6,0,66,0,2011-09,23
189,3,0,72,0,16,0,91,0,2011-09,24
146,2,0,35,1,28,0,65,1,2011-09,25
279,10,0,79,0,19,0,108,0,2011-09,26
218,3,0,104,2,20,0,127,2,2011-09,27
218,6,0,67,0,8,0,81,0,2011-09,28
185,9,0,37,0,14,0,60,0,2011-09,29
200,1,0,53,0,5,0,59,0,2011-09,30
197,2,0,70,0,11,0,83,0,2011-09,31
187,1,0,46,0,7,0,54,0,2011-09,32
274,19,0,52,0,40,0,111,0,2011-09,33
220,15,1,57,0,18,0,90,1,2011-09,34
196,18,0,94,0,17,0,129,0,2011-09,35
159,7,0,75,0,25,0,107,0,2011-09,36
178,9,0,89,0,15,0,113,0,2011-09,37
214,7,0,54,0,15,0,76,0,2011-09,38
209,8,0,56,0,29,0,93,0,2011-09,39
146,5,0,32,0,18,0,55,0,2011-09,40
189,6,0,101,0,28,0,135,0,2011-09,41
203,7,0,98,0,36,0,141,0,2011-09,42
171,4,0,35,0,10,0,49,0,2011-09,43
187,6,0,36,0,19,0,61,0,2011-09,44
202,14,0,107,0,14,1,135,1,2011-09,45
173,4,0,66,0,13,1,83,1,2011-09,46
137,8,0,35,0,11,0,54,0,2011-09,47
194,8,0,37,0,13,0,58,0,2011-09,48
203,2,0,54,0,18,0,74,0,2011-09,49
250,3,0,101,0,11,0,115,0,2011-09,50
149,1,0,65,0,6,0,72,0,2011-09,51
298,12,0,60,0,41,0,113,0,2011-10,1
193,11,0,38,0,43,0,92,0,2011-10,2
360,17,0,55,2,54,0,126,2,2011-10,3
375,17,0,41,0,56,0,114,0,2011-10,4
125,8,0,16,0,18,0,42,0,2011-10,5
148,5,0,20,0,19,1,44,1,2011-10,6
116,4,0,37,0,16,0,57,0,2011-10,7
176,6,0,54,1,27,0,87,1,2011-10,8
156,4,0,52,0,22,0,78,0,2011-10,9
131,1,0,45,0,17,0,63,0,2011-10,10
190,1,0,44,0,17,0,62,0,2011-10,11
187,1,0,47,0,14,1,62,1,2011-10,12
181,6,0,48,0,21,0,75,0,2011-10,13
111,3,0,26,0,24,0,53,0,2011-10,14
179,4,0,81,0,20,0,105,0,2011-10,15
115,2,0,43,0,12,0,57,0,2011-10,16
194,6,0,86,0,29,1,121,1,2011-10,17
125,3,0,54,0,15,0,72,0,2011-10,18
215,3,0,52,0,13,0,68,0,2011-10,19
176,5,0,34,0,37,0,76,0,2011-10,20
119,4,0,39,0,16,0,59,0,2011-10,21
178,9,0,34,0,20,0,63,0,2011-10,22
187,2,0,62,0,9,0,73,0,2011-10,23
208,4,0,69,0,22,2,95,2,2011-10,24
138,4,0,28,0,25,0,57,0,2011-10,25
256,11,0,57,1,28,0,96,1,2011-10,26
243,3,0,110,0,17,1,130,1,2011-10,27
260,3,0,72,0,25,0,100,0,2011-10,28
199,5,0,40,0,27,1,72,1,2011-10,29
190,3,0,44,1,11,0,58,1,2011-10,30
212,0,0,94,0,13,0,107,0,2011-10,31
207,7,0,50,0,18,0,75,0,2011-10,32
264,15,0,34,1,20,0,69,1,2011-10,33
224,11,1,57,0,18,1,86,2,2011-10,34
201,14,0,66,0,27,0,107,0,2011-10,35
165,7,0,37,0,22,0,66,0,2011-10,36
169,4,0,88,0,17,1,109,1,2011-10,37
180,8,0,43,0,21,1,72,1,2011-10,38
200,8,0,35,0,12,0,55,0,2011-10,39
145,5,0,56,0,33,1,94,1,2011-10,40
191,7,0,78,0,29,0,114,0,2011-10,41
182,8,0,85,0,24,0,117,0,2011-10,42
191,5,0,45,0,28,0,78,0,2011-10,43
168,7,0,44,0,24,1,75,1,2011-10,44
170,5,0,82,0,22,0,109,0,2011-10,45
205,6,0,84,0,25,0,115,0,2011-10,46
150,3,0,39,0,17,0,59,0,2011-10,47
186,5,0,53,0,19,0,77,0,2011-10,48
202,0,0,33,0,12,0,45,0,2011-10,49
257,1,0,66,0,11,0,78,0,2011-10,50
174,0,0,65,0,14,0,79,0,2011-10,51
291,16,0,51,0,30,0,97,0,2011-11,1
172,6,0,17,0,36,0,59,0,2011-11,2
339,11,0,41,0,42,0,94,0,2011-11,3
383,10,0,51,0,58,0,119,0,2011-11,4
106,1,0,20,0,15,0,36,0,2011-11,5
142,5,0,32,0,20,1,57,1,2011-11,6
109,1,0,31,0,26,0,58,0,2011-11,7
180,4,0,44,0,19,1,67,1,2011-11,8
130,2,0,33,0,15,0,50,0,2011-11,9
128,4,0,24,0,16,1,44,1,2011-11,10
156,3,0,61,0,20,0,84,0,2011-11,11
