total_crashes,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,pedestrian_injured,pedestrian_killed,persons_injured,persons_killed,year_month,council
304,12,0,68,0,15,0,95,0,2017-07,35
272,17,1,57,1,13,0,87,2,2017-07,36
359,11,0,74,0,16,0,101,0,2017-07,37
337,9,0,69,0,18,0,96,0,2017-07,38
324,11,0,51,1,13,0,75,1,2017-07,39
233,15,0,43,0,14,1,72,1,2017-07,40
255,14,0,91,0,13,0,118,0,2017-07,41
390,19,0,108,0,15,0,142,0,2017-07,42
266,9,0,56,0,11,0,76,0,2017-07,43
184,3,0,33,0,8,0,44,0,2017-07,44
240,7,0,81,0,8,1,96,1,2017-07,45
276,3,0,78,0,5,0,86,0,2017-07,46
271,12,0,56,0,13,1,81,1,2017-07,47
263,6,0,47,0,14,0,67,0,2017-07,48
288,7,0,56,0,11,0,74,0,2017-07,49
323,2,0,76,1,7,0,85,1,2017-07,50
223,2,0,55,0,4,0,61,0,2017-07,51
355,19,0,35,0,23,0,77,0,2017-08,1
200,11,0,26,0,13,0,50,0,2017-08,2
527,14,0,28,0,16,1,58,1,2017-08,3
489,13,0,47,0,18,0,78,0,2017-08,4
150,6,0,20,0,6,0,32,0,2017-08,5
179,10,0,21,1,6,0,37,1,2017-08,6
126,5,0,12,0,6,0,23,0,2017-08,7
358,5,0,98,0,14,0,117,0,2017-08,8
200,9,0,35,0,13,0,57,0,2017-08,9
160,2,0,6,0,5,0,13,0,2017-08,10
171,4,0,33,0,7,0,44,0,2017-08,11
184,5,0,62,2,5,0,72,2,2017-08,12
217,1,0,50,0,8,0,59,0,2017-08,13
204,3,0,54,0,9,0,66,0,2017-08,14
225,1,0,79,0,12,0,92,0,2017-08,15
197,7,0,52,0,11,0,70,0,2017-08,16
279,3,0,56,0,14,0,73,0,2017-08,17
119,3,0,19,1,7,0,29,1,2017-08,18
279,2,0,54,0,8,0,64,0,2017-08,19
294,5,0,38,0,10,0,53,0,2017-08,20
186,5,0,35,0,0,0,40,0,2017-08,21
204,4,0,33,0,8,0,45,0,2017-08,22
260,0,0,73,0,2,0,75,0,2017-08,23
243,3,0,76,0,8,0,87,0,2017-08,24
133,4,0,18,0,8,0,30,0,2017-08,25
329,6,0,53,0,10,0,69,0,2017-08,26
259,3,0,82,0,12,0,97,0,2017-08,27
305,1,0,75,0,9,0,85,0,2017-08,28
196,1,0,60,0,9,1,70,1,2017-08,29
206,4,0,51,0,7,0,62,0,2017-08,30
334,7,0,117,0,6,1,130,1,2017-08,31
249,6,0,56,1,9,0,71,1,2017-08,32
406,17,0,45,0,15,0,77,0,2017-08,33
284,20,0,59,0,10,0,89,0,2017-08,34
238,12,0,65,0,10,0,87,0,2017-08,35
170,12,0,25,0,8,0,45,0,2017-08,36
216,6,0,71,0,9,0,86,0,2017-08,37
269,7,0,58,0,11,0,76,0,2017-08,38
214,10,0,35,0,9,0,54,0,2017-08,39
163,4,0,34,0,10,0,48,0,2017-08,40
212,11,0,53,0,11,0,75,0,2017-08,41
225,3,0,52,0,9,0,64,0,2017-08,42
185,6,0,43,0,9,0,58,0,2017-08,43
144,7,0,32,0,8,0,47,0,2017-08,44
219,6,0,64,0,10,0,80,0,2017-08,45
231,4,0,58,0,5,0,67,0,2017-08,46
191,9,0,31,0,9,0,49,0,2017-08,47
210,4,0,27,0,13,0,44,0,2017-08,48
221,3,0,39,0,10,0,52,0,2017-08,49
230,4,0,50,1,5,0,59,1,2017-08,50
195,3,0,28,0,4,0,35,0,2017-08,51
